filename,width,height,class,xmin,ymin,xmax,ymax
0_PMI-474082.pdf.jpg,3200,4646,Invoice table,289,1802,3163,2627
0_PMI-474082.pdf.jpg,3200,4646,Invoice column,302,1840,379,2604
0_PMI-474082.pdf.jpg,3200,4646,Invoice column,379,1840,563,2604
0_PMI-474082.pdf.jpg,3200,4646,Invoice column,561,1837,766,2607
0_PMI-474082.pdf.jpg,3200,4646,Invoice column,763,1832,973,2604
0_PMI-474082.pdf.jpg,3200,4646,Invoice column,968,1830,1135,2602
0_PMI-474082.pdf.jpg,3200,4646,Invoice column,1137,1830,1255,2599
0_PMI-474082.pdf.jpg,3200,4646,Invoice column,1255,1830,1368,2596
0_PMI-474082.pdf.jpg,3200,4646,Invoice column,1368,1825,1481,2604
0_PMI-474082.pdf.jpg,3200,4646,Invoice column,1479,1825,1620,2602
0_PMI-474082.pdf.jpg,3200,4646,Invoice column,1620,1814,1745,2599
0_PMI-474082.pdf.jpg,3200,4646,Invoice column,1743,1820,1904,2596
0_PMI-474082.pdf.jpg,3200,4646,Invoice column,1904,1820,2063,2602
0_PMI-474082.pdf.jpg,3200,4646,Invoice column,2061,1817,2202,2591
0_PMI-474082.pdf.jpg,3200,4646,Invoice column,2202,1820,2353,2596
0_PMI-474082.pdf.jpg,3200,4646,Invoice column,2353,1817,2481,2594
0_PMI-474082.pdf.jpg,3200,4646,Invoice column,2486,1922,2576,2596
0_PMI-474082.pdf.jpg,3200,4646,Invoice column,2579,1917,2725,2591
0_PMI-474082.pdf.jpg,3200,4646,Invoice column,2725,1914,2822,2586
0_PMI-474082.pdf.jpg,3200,4646,Invoice column,2820,1917,2968,2591
0_PMI-474082.pdf.jpg,3200,4646,Invoice column,2961,1807,3140,2589
0_PMI-474082.pdf.jpg,3200,4646,Footer notes,2002,2848,3109,3022
0_PMI-474082.pdf.jpg,3200,4646,Footer notes,322,2958,1053,3130
0_PMI-474082.pdf.jpg,3200,4646,Footer notes,2148,3155,3107,3443
0_PMI-474083-1.pdf.jpg,3286,4620,Seller details,396,109,1468,289
0_PMI-474083-1.pdf.jpg,3286,4620,Buyer details,122,868,1347,1581
0_PMI-474083-1.pdf.jpg,3286,4620,Invoice number,1609,866,2286,930
0_PMI-474083-1.pdf.jpg,3286,4620,Invoice date,1614,930,2134,984
0_PMI-474083-1.pdf.jpg,3286,4620,Invoice table,83,1973,3204,2696
0_PMI-474083-1.pdf.jpg,3286,4620,Invoice column,98,1996,170,2668
0_PMI-474083-1.pdf.jpg,3286,4620,Invoice column,173,1994,373,2668
0_PMI-474083-1.pdf.jpg,3286,4620,Invoice column,373,1991,593,2671
0_PMI-474083-1.pdf.jpg,3286,4620,Invoice column,593,1996,814,2668
0_PMI-474083-1.pdf.jpg,3286,4620,Invoice column,814,1991,996,2668
0_PMI-474083-1.pdf.jpg,3286,4620,Invoice column,1004,1994,1137,2666
0_PMI-474083-1.pdf.jpg,3286,4620,Invoice column,1137,1991,1242,2668
0_PMI-474083-1.pdf.jpg,3286,4620,Invoice column,1247,1989,1373,2666
0_PMI-474083-1.pdf.jpg,3286,4620,Invoice column,1378,1986,1527,2671
0_PMI-474083-1.pdf.jpg,3286,4620,Invoice column,1532,1986,1665,2671
0_PMI-474083-1.pdf.jpg,3286,4620,Invoice column,1665,1991,1834,2673
0_PMI-474083-1.pdf.jpg,3286,4620,Invoice column,1834,1984,2009,2666
0_PMI-474083-1.pdf.jpg,3286,4620,Invoice column,2006,1991,2165,2668
0_PMI-474083-1.pdf.jpg,3286,4620,Invoice column,2165,1994,2334,2671
0_PMI-474083-1.pdf.jpg,3286,4620,Invoice column,2334,1989,2473,2673
0_PMI-474083-1.pdf.jpg,3286,4620,Invoice column,2470,2109,2578,2668
0_PMI-474083-1.pdf.jpg,3286,4620,Invoice column,2578,2102,2729,2668
0_PMI-474083-1.pdf.jpg,3286,4620,Invoice column,2729,2102,2842,2671
0_PMI-474083-1.pdf.jpg,3286,4620,Invoice column,2842,2107,2983,2671
0_PMI-474083-1.pdf.jpg,3286,4620,Invoice column,2993,1989,3183,2668
0_PMI-474083-1.pdf.jpg,3286,4620,Footer notes,1937,2950,3145,3135
0_PMI-474083-1.pdf.jpg,3286,4620,Footer notes,2091,3284,3139,3614
0_PMI-474083-1.pdf.jpg,3286,4620,Footer notes,109,3063,901,3243
0_PMI-474083-2.pdf.jpg,3258,4640,Footer notes,76,3014,868,3194
0_PMI-474083-2.pdf.jpg,3258,4640,Seller details,346,184,1428,371
0_PMI-474083-2.pdf.jpg,3258,4640,Buyer details,69,1050,1305,1630
0_PMI-474083-2.pdf.jpg,3258,4640,Invoice number,1566,1045,2231,1099
0_PMI-474083-2.pdf.jpg,3258,4640,Invoice date,1569,1099,2084,1150
0_PMI-474083-2.pdf.jpg,3258,4640,Invoice table,36,2032,3159,2681
0_PMI-474083-2.pdf.jpg,3258,4640,Invoice column,54,2053,131,2661
0_PMI-474083-2.pdf.jpg,3258,4640,Invoice column,125,2050,333,2663
0_PMI-474083-2.pdf.jpg,3258,4640,Invoice column,331,2050,556,2658
0_PMI-474083-2.pdf.jpg,3258,4640,Invoice column,554,2048,779,2661
0_PMI-474083-2.pdf.jpg,3258,4640,Invoice column,774,2048,961,2663
0_PMI-474083-2.pdf.jpg,3258,4640,Invoice column,956,2050,1102,2666
0_PMI-474083-2.pdf.jpg,3258,4640,Invoice column,1092,2048,1215,2666
0_PMI-474083-2.pdf.jpg,3258,4640,Invoice column,1208,2053,1338,2663
0_PMI-474083-2.pdf.jpg,3258,4640,Invoice column,1331,2050,1487,2661
0_PMI-474083-2.pdf.jpg,3258,4640,Invoice column,1484,2050,1623,2661
0_PMI-474083-2.pdf.jpg,3258,4640,Invoice column,1623,2050,1800,2663
0_PMI-474083-2.pdf.jpg,3258,4640,Invoice column,1792,2048,1966,2655
0_PMI-474083-2.pdf.jpg,3258,4640,Invoice column,1964,2045,2120,2655
0_PMI-474083-2.pdf.jpg,3258,4640,Invoice column,2118,2045,2290,2663
0_PMI-474083-2.pdf.jpg,3258,4640,Invoice column,2292,2043,2431,2661
0_PMI-474083-2.pdf.jpg,3258,4640,Invoice column,2423,2150,2533,2658
0_PMI-474083-2.pdf.jpg,3258,4640,Invoice column,2536,2148,2695,2658
0_PMI-474083-2.pdf.jpg,3258,4640,Invoice column,2692,2145,2795,2655
0_PMI-474083-2.pdf.jpg,3258,4640,Invoice column,2795,2148,2949,2655
0_PMI-474083-2.pdf.jpg,3258,4640,Invoice column,2951,2043,3141,2658
0_PMI-474083-2.pdf.jpg,3258,4640,Footer notes,1892,2909,3097,3081
0_PMI-474083-2.pdf.jpg,3258,4640,Footer notes,2054,3207,3097,3499
0_PMI-474083.pdf.jpg,3268,4650,Seller details,561,171,1548,337
0_PMI-474083.pdf.jpg,3268,4650,Buyer details,306,871,1413,1527
0_PMI-474083.pdf.jpg,3268,4650,Invoice number,1672,861,2292,927
0_PMI-474083.pdf.jpg,3268,4650,Invoice date,1668,923,2168,975
0_PMI-474083.pdf.jpg,3268,4650,Invoice table,277,1868,3148,2550
0_PMI-474083.pdf.jpg,3268,4650,Invoice column,292,1899,364,2525
0_PMI-474083.pdf.jpg,3268,4650,Invoice column,359,1899,554,2527
0_PMI-474083.pdf.jpg,3268,4650,Invoice column,554,1899,754,2527
0_PMI-474083.pdf.jpg,3268,4650,Invoice column,748,1896,961,2525
0_PMI-474083.pdf.jpg,3268,4650,Invoice column,956,1899,1133,2520
0_PMI-474083.pdf.jpg,3268,4650,Invoice column,1125,1899,1241,2522
0_PMI-474083.pdf.jpg,3268,4650,Invoice column,1241,1894,1356,2520
0_PMI-474083.pdf.jpg,3268,4650,Invoice column,1356,1894,1471,2517
0_PMI-474083.pdf.jpg,3268,4650,Invoice column,1469,1894,1613,2525
0_PMI-474083.pdf.jpg,3268,4650,Invoice column,1610,1894,1736,2520
0_PMI-474083.pdf.jpg,3268,4650,Invoice column,1733,1894,1892,2520
0_PMI-474083.pdf.jpg,3268,4650,Invoice column,1889,1891,2056,2520
0_PMI-474083.pdf.jpg,3268,4650,Invoice column,2051,1889,2197,2520
0_PMI-474083.pdf.jpg,3268,4650,Invoice column,2192,1889,2346,2525
0_PMI-474083.pdf.jpg,3268,4650,Invoice column,2346,1886,2474,2517
0_PMI-474083.pdf.jpg,3268,4650,Invoice column,2466,1994,2571,2514
0_PMI-474083.pdf.jpg,3268,4650,Invoice column,2566,1996,2715,2514
0_PMI-474083.pdf.jpg,3268,4650,Invoice column,2710,1994,2810,2520
0_PMI-474083.pdf.jpg,3268,4650,Invoice column,2807,1994,2956,2517
0_PMI-474083.pdf.jpg,3268,4650,Invoice column,2948,1881,3133,2514
0_PMI-474083.pdf.jpg,3268,4650,Footer notes,1984,2773,3100,2943
0_PMI-474083.pdf.jpg,3268,4650,Footer notes,2130,3078,3107,3371
0_PMI-474083.pdf.jpg,3268,4650,Footer notes,305,2881,1033,3050
0_PMI-474299.pdf.jpg,3286,4640,Seller details,296,184,1632,299
0_PMI-474299.pdf.jpg,3286,4640,Buyer details,642,871,1404,1325
0_PMI-474299.pdf.jpg,3286,4640,Invoice number,1975,878,3129,950
0_PMI-474299.pdf.jpg,3286,4640,Invoice date,1973,1166,3111,1243
0_PMI-474299.pdf.jpg,3286,4640,Invoice table,468,2107,3193,2727
0_PMI-474299.pdf.jpg,3286,4640,Invoice column,504,2114,722,2702
0_PMI-474299.pdf.jpg,3286,4640,Invoice column,739,2117,1309,2707
0_PMI-474299.pdf.jpg,3286,4640,Invoice column,1322,2120,1557,2712
0_PMI-474299.pdf.jpg,3286,4640,Invoice column,1568,2112,1850,2712
0_PMI-474299.pdf.jpg,3286,4640,Invoice column,1847,2120,1922,2714
0_PMI-474299.pdf.jpg,3286,4640,Invoice column,1996,2117,2209,2712
0_PMI-474299.pdf.jpg,3286,4640,Invoice column,2352,2122,2491,2714
0_PMI-474299.pdf.jpg,3286,4640,Invoice column,2491,2117,2634,2712
0_PMI-474299.pdf.jpg,3286,4640,Invoice column,2637,2117,2755,2717
0_PMI-474299.pdf.jpg,3286,4640,Invoice column,2752,2112,2906,2717
0_PMI-474299.pdf.jpg,3286,4640,Invoice column,2970,2137,3168,2712
0_PMI-474299.pdf.jpg,3286,4640,Footer notes,2175,2948,3145,3153
0_PMI-474299.pdf.jpg,3286,4640,Footer notes,757,3148,2693,3235
0_PMI-474299.pdf.jpg,3286,4640,Seller details,286,3889,860,4186
0_PMI-474299.pdf.jpg,3286,4640,Footer notes,1055,3891,2537,4273
0_PMI-474570.pdf.jpg,3280,4656,Seller details,350,214,974,372
0_PMI-474570.pdf.jpg,3280,4656,Buyer details,123,1093,1257,1641
0_PMI-474570.pdf.jpg,3280,4656,Invoice number,1595,1103,2290,1169
0_PMI-474570.pdf.jpg,3280,4656,Invoice date,1597,1168,2136,1228
0_PMI-474570.pdf.jpg,3280,4656,Invoice table,67,2040,3198,2796
0_PMI-474570.pdf.jpg,3280,4656,Invoice column,90,2050,162,2758
0_PMI-474570.pdf.jpg,3280,4656,Invoice column,162,2061,370,2766
0_PMI-474570.pdf.jpg,3280,4656,Invoice column,372,2058,588,2763
0_PMI-474570.pdf.jpg,3280,4656,Invoice column,588,2055,806,2758
0_PMI-474570.pdf.jpg,3280,4656,Invoice column,803,2058,985,2766
0_PMI-474570.pdf.jpg,3280,4656,Invoice column,983,2066,1129,2761
0_PMI-474570.pdf.jpg,3280,4656,Invoice column,1126,2058,1239,2763
0_PMI-474570.pdf.jpg,3280,4656,Invoice column,1236,2058,1365,2766
0_PMI-474570.pdf.jpg,3280,4656,Invoice column,1365,2066,1516,2768
0_PMI-474570.pdf.jpg,3280,4656,Invoice column,1508,2061,1654,2771
0_PMI-474570.pdf.jpg,3280,4656,Invoice column,1649,2063,1824,2768
0_PMI-474570.pdf.jpg,3280,4656,Invoice column,1821,2068,1993,2776
0_PMI-474570.pdf.jpg,3280,4656,Invoice column,1993,2068,2149,2776
0_PMI-474570.pdf.jpg,3280,4656,Invoice column,2147,2066,2321,2771
0_PMI-474570.pdf.jpg,3280,4656,Invoice column,2316,2066,2457,2773
0_PMI-474570.pdf.jpg,3280,4656,Invoice column,2454,2173,2562,2768
0_PMI-474570.pdf.jpg,3280,4656,Invoice column,2560,2171,2719,2773
0_PMI-474570.pdf.jpg,3280,4656,Invoice column,2719,2176,2819,2773
0_PMI-474570.pdf.jpg,3280,4656,Invoice column,2826,2181,2970,2776
0_PMI-474570.pdf.jpg,3280,4656,Invoice column,2980,2078,3165,2784
0_PMI-474570.pdf.jpg,3280,4656,Footer notes,1913,3027,3134,3204
0_PMI-474570.pdf.jpg,3280,4656,Footer notes,2067,3325,3124,3630
0_PMI-474570.pdf.jpg,3280,4656,Footer notes,101,3104,877,3294
0_PMI-475255.pdf.jpg,3288,4666,Seller details,134,86,2065,421
0_PMI-475255.pdf.jpg,3288,4666,Buyer details,1,834,789,1848
0_PMI-475255.pdf.jpg,3288,4666,Shipped details,785,841,1571,1762
0_PMI-475255.pdf.jpg,3288,4666,Invoice table,47,1855,3168,3214
0_PMI-475255.pdf.jpg,3288,4666,Invoice column,75,1869,402,3203
0_PMI-475255.pdf.jpg,3288,4666,Invoice column,402,1869,827,3197
0_PMI-475255.pdf.jpg,3288,4666,Invoice column,827,1866,1068,3200
0_PMI-475255.pdf.jpg,3288,4666,Invoice column,1061,1861,1189,3197
0_PMI-475255.pdf.jpg,3288,4666,Invoice column,1185,1869,1327,3203
0_PMI-475255.pdf.jpg,3288,4666,Invoice column,1327,1866,1592,3197
0_PMI-475255.pdf.jpg,3288,4666,Invoice column,1623,1866,1875,3197
0_PMI-475255.pdf.jpg,3288,4666,Invoice column,1868,1869,2051,3193
0_PMI-475255.pdf.jpg,3288,4666,Invoice column,2099,1866,2354,3193
0_PMI-475255.pdf.jpg,3288,4666,Invoice column,2351,1862,2499,3190
0_PMI-475255.pdf.jpg,3288,4666,Invoice column,2534,1872,2754,3193
0_PMI-475255.pdf.jpg,3288,4666,Invoice column,2751,1869,2889,3186
0_PMI-475255.pdf.jpg,3288,4666,Invoice column,2934,1876,3147,3193
0_PMI-475255.pdf.jpg,3288,4666,Footer notes,354,3359,923,3641
0_PMI-475255.pdf.jpg,3288,4666,Invoice number,2434,972,2992,1045
0_PMI-475255.pdf.jpg,3288,4666,Invoice date,2440,1045,2927,1110
0_PMI-475849.pdf.jpg,3208,4626,Seller details,180,230,1204,682
0_PMI-475849.pdf.jpg,3208,4626,Buyer details,176,685,1225,1258
0_PMI-475849.pdf.jpg,3208,4626,Invoice number,1573,206,1835,365
0_PMI-475849.pdf.jpg,3208,4626,Invoice date,2266,216,2621,368
0_PMI-475849.pdf.jpg,3208,4626,Invoice table,145,1513,2959,2620
0_PMI-475849.pdf.jpg,3208,4626,Invoice column,173,1527,266,2602
0_PMI-475849.pdf.jpg,3208,4626,Invoice column,266,1527,1569,2606
0_PMI-475849.pdf.jpg,3208,4626,Invoice column,1566,1527,1828,2606
0_PMI-475849.pdf.jpg,3208,4626,Invoice column,1887,1527,2138,2606
0_PMI-475849.pdf.jpg,3208,4626,Invoice column,2166,1530,2411,2606
0_PMI-475849.pdf.jpg,3208,4626,Invoice column,2418,1527,2542,2609
0_PMI-475849.pdf.jpg,3208,4626,Invoice column,2538,1533,2949,2609
0_PMI-475849.pdf.jpg,3208,4626,Footer notes,180,2602,1259,2751
0_PMI-475849.pdf.jpg,3208,4626,Tax table,162,2744,2949,3082
0_PMI-475849.pdf.jpg,3208,4626,Tax column,173,2754,1297,3068
0_PMI-475849.pdf.jpg,3208,4626,Tax column,1345,2754,1621,3068
0_PMI-475849.pdf.jpg,3208,4626,Tax column,1631,2816,1807,3068
0_PMI-475849.pdf.jpg,3208,4626,Tax column,1859,2820,2128,3061
0_PMI-475849.pdf.jpg,3208,4626,Tax column,2145,2816,2321,3068
0_PMI-475849.pdf.jpg,3208,4626,Tax column,2362,2820,2625,3065
0_PMI-475849.pdf.jpg,3208,4626,Tax column,2642,2761,2935,3065
0_PMI-475849.pdf.jpg,3208,4626,Footer notes,183,3068,2825,3223
0_PMI-475849.pdf.jpg,3208,4626,Footer notes,166,3340,1552,3882
0_PMI-475938-1.pdf.jpg,3284,4522,Invoice table,31,1272,3225,2162
0_PMI-475938-1.pdf.jpg,3284,4522,Invoice column,58,1312,175,2136
0_PMI-475938-1.pdf.jpg,3284,4522,Invoice column,175,1309,461,2146
0_PMI-475938-1.pdf.jpg,3284,4522,Invoice column,495,1306,905,2152
0_PMI-475938-1.pdf.jpg,3284,4522,Invoice column,935,1302,1191,2139
0_PMI-475938-1.pdf.jpg,3284,4522,Invoice column,1191,1302,1421,2149
0_PMI-475938-1.pdf.jpg,3284,4522,Invoice column,1418,1296,1605,2149
0_PMI-475938-1.pdf.jpg,3284,4522,Invoice column,1598,1276,1845,2149
0_PMI-475938-1.pdf.jpg,3284,4522,Invoice column,1845,1282,2058,2146
0_PMI-475938-1.pdf.jpg,3284,4522,Invoice column,2065,1272,2298,2149
0_PMI-475938-1.pdf.jpg,3284,4522,Invoice column,2291,1272,2515,2149
0_PMI-475938-1.pdf.jpg,3284,4522,Invoice column,2518,1266,2698,2146
0_PMI-475938-1.pdf.jpg,3284,4522,Invoice column,2701,1279,2921,2146
0_PMI-475938-1.pdf.jpg,3284,4522,Invoice column,2915,1282,3198,2146
0_PMI-475938-1.pdf.jpg,3284,4522,Footer notes,2211,2626,3208,3099
0_PMI-475938-1.pdf.jpg,3284,4522,Buyer details,25,709,1121,1252
0_PMI-475938-1.pdf.jpg,3284,4522,Invoice number,2234,818,3028,870
0_PMI-475938-1.pdf.jpg,3284,4522,Invoice date,2238,862,2862,914
0_PMI-475938-1.pdf.jpg,3284,4522,Seller details,35,427,3120,664
0_PMI-475938-1.pdf.jpg,3284,4522,Footer notes,67,2344,1987,2699
0_PMI-476046.pdf.jpg,3218,4642,Seller details,622,308,2427,755
0_PMI-476046.pdf.jpg,3218,4642,Buyer details,290,1044,1339,1672
0_PMI-476046.pdf.jpg,3218,4642,Invoice number,2116,1151,2749,1203
0_PMI-476046.pdf.jpg,3218,4642,Invoice date,2119,1210,2657,1262
0_PMI-476046.pdf.jpg,3218,4642,Invoice table,290,2164,3039,3054
0_PMI-476046.pdf.jpg,3218,4642,Invoice column,305,2179,380,3036
0_PMI-476046.pdf.jpg,3218,4642,Invoice column,377,2172,952,3036
0_PMI-476046.pdf.jpg,3218,4642,Invoice column,952,2162,1157,3033
0_PMI-476046.pdf.jpg,3218,4642,Invoice column,1288,2172,1459,3044
0_PMI-476046.pdf.jpg,3218,4642,Invoice column,1475,2169,1649,3041
0_PMI-476046.pdf.jpg,3218,4642,Invoice column,1649,2167,1785,3044
0_PMI-476046.pdf.jpg,3218,4642,Invoice column,1788,2169,1962,3051
0_PMI-476046.pdf.jpg,3218,4642,Invoice column,1964,2164,2141,3044
0_PMI-476046.pdf.jpg,3218,4642,Invoice column,2141,2169,2323,3038
0_PMI-476046.pdf.jpg,3218,4642,Invoice column,2321,2172,2554,3038
0_PMI-476046.pdf.jpg,3218,4642,Invoice column,2554,2167,2741,3036
0_PMI-476046.pdf.jpg,3218,4642,Invoice column,2777,2164,3029,3038
0_PMI-476046.pdf.jpg,3218,4642,Invoice table,290,3149,3034,3882
0_PMI-476046.pdf.jpg,3218,4642,Invoice column,305,3164,382,3869
0_PMI-476046.pdf.jpg,3218,4642,Invoice column,380,3154,964,3867
0_PMI-476046.pdf.jpg,3218,4642,Invoice column,962,3156,1180,3869
0_PMI-476046.pdf.jpg,3218,4642,Invoice column,1288,3162,1454,3869
0_PMI-476046.pdf.jpg,3218,4642,Invoice column,1475,3162,1652,3874
0_PMI-476046.pdf.jpg,3218,4642,Invoice column,1652,3159,1780,3872
0_PMI-476046.pdf.jpg,3218,4642,Invoice column,1780,3159,1959,3869
0_PMI-476046.pdf.jpg,3218,4642,Invoice column,1962,3159,2139,3869
0_PMI-476046.pdf.jpg,3218,4642,Invoice column,2139,3154,2334,3872
0_PMI-476046.pdf.jpg,3218,4642,Invoice column,2331,3156,2523,3869
0_PMI-476046.pdf.jpg,3218,4642,Invoice column,2518,3156,2749,3867
0_PMI-476046.pdf.jpg,3218,4642,Invoice column,2770,3154,3023,3874
0_PMI-476126-1.pdf.jpg,3278,4656,Buyer details,125,596,1176,1091
0_PMI-476126-1.pdf.jpg,3278,4656,Invoice number,1423,625,1969,691
0_PMI-476126-1.pdf.jpg,3278,4656,Invoice date,2007,635,2371,694
0_PMI-476126-1.pdf.jpg,3278,4656,Invoice table,130,1358,2371,1958
0_PMI-476126-1.pdf.jpg,3278,4656,Invoice column,2192,1368,2343,1948
0_PMI-476126-1.pdf.jpg,3278,4656,Invoice column,1912,1373,2056,1948
0_PMI-476126-1.pdf.jpg,3278,4656,Invoice column,1648,1371,1761,1943
0_PMI-476126-1.pdf.jpg,3278,4656,Invoice column,1530,1368,1620,1940
0_PMI-476126-1.pdf.jpg,3278,4656,Invoice column,1387,1373,1494,1948
0_PMI-476126-1.pdf.jpg,3278,4656,Invoice column,1218,1368,1300,1948
0_PMI-476126-1.pdf.jpg,3278,4656,Invoice column,582,1361,1130,1945
0_PMI-476126-1.pdf.jpg,3278,4656,Invoice column,241,1366,564,1940
0_PMI-476126-1.pdf.jpg,3278,4656,Invoice column,141,1366,207,1940
0_PMI-476126-1.pdf.jpg,3278,4656,Invoice table,133,2043,2882,2504
0_PMI-476126-1.pdf.jpg,3278,4656,Invoice column,141,2048,187,2486
0_PMI-476126-1.pdf.jpg,3278,4656,Invoice column,246,2043,389,2484
0_PMI-476126-1.pdf.jpg,3278,4656,Invoice column,589,2043,1161,2491
0_PMI-476126-1.pdf.jpg,3278,4656,Invoice column,1361,2050,1507,2486
0_PMI-476126-1.pdf.jpg,3278,4656,Invoice column,2720,2053,2866,2491
0_PMI-476126-1.pdf.jpg,3278,4656,Footer notes,1113,2673,1428,2966
0_PMI-476126-1.pdf.jpg,3278,4656,Footer notes,2136,2673,2326,3078
0_PMI-476126-1.pdf.jpg,3278,4656,Footer notes,2656,2676,2867,3148
0_PMI-476332.pdf.jpg,3304,4652,Seller details,1877,277,2807,472
0_PMI-476332.pdf.jpg,3304,4652,Buyer details,120,615,889,872
0_PMI-476332.pdf.jpg,3304,4652,Invoice number,1718,595,2479,641
0_PMI-476332.pdf.jpg,3304,4652,Invoice date,1718,636,2351,682
0_PMI-476332.pdf.jpg,3304,4652,Invoice table,110,936,2823,1395
0_PMI-476332.pdf.jpg,3304,4652,Invoice column,118,944,436,1387
0_PMI-476332.pdf.jpg,3304,4652,Invoice column,507,946,961,1387
0_PMI-476332.pdf.jpg,3304,4652,Invoice column,959,946,1405,1390
0_PMI-476332.pdf.jpg,3304,4652,Invoice column,1397,936,1495,1390
0_PMI-476332.pdf.jpg,3304,4652,Invoice column,1505,941,1618,1385
0_PMI-476332.pdf.jpg,3304,4652,Invoice column,1620,946,1705,1387
0_PMI-476332.pdf.jpg,3304,4652,Invoice column,1754,944,1882,1387
0_PMI-476332.pdf.jpg,3304,4652,Invoice column,1918,944,2079,1387
0_PMI-476332.pdf.jpg,3304,4652,Invoice column,2097,946,2272,1385
0_PMI-476332.pdf.jpg,3304,4652,Invoice column,2269,941,2436,1336
0_PMI-476332.pdf.jpg,3304,4652,Invoice column,2441,944,2615,1331
0_PMI-476332.pdf.jpg,3304,4652,Invoice column,2648,941,2815,1387
0_PMI-476332.pdf.jpg,3304,4652,Tax table,123,1549,2823,2059
0_PMI-476332.pdf.jpg,3304,4652,Tax column,128,1564,261,2044
0_PMI-476332.pdf.jpg,3304,4652,Tax column,320,1567,772,2049
0_PMI-476332.pdf.jpg,3304,4652,Tax column,1318,1554,1613,2049
0_PMI-476332.pdf.jpg,3304,4652,Tax column,1920,1554,2202,2051
0_PMI-476332.pdf.jpg,3304,4652,Tax column,2566,1554,2815,2046
0_PMI-476332.pdf.jpg,3304,4652,Footer notes,123,2095,1131,2144
0_PMI-476480-01.pdf.jpg,3306,4728,Seller details,326,337,1624,578
0_PMI-476480-01.pdf.jpg,3306,4728,Shipped details,1049,745,1724,1363
0_PMI-476480-01.pdf.jpg,3306,4728,Buyer details,332,748,1047,1322
0_PMI-476480-01.pdf.jpg,3306,4728,Invoice number,2465,899,3006,943
0_PMI-476480-01.pdf.jpg,3306,4728,Invoice date,2470,935,2939,984
0_PMI-476480-01.pdf.jpg,3306,4728,Invoice table,296,1369,3189,3979
0_PMI-476480-01.pdf.jpg,3306,4728,Invoice column,320,1390,710,3962
0_PMI-476480-01.pdf.jpg,3306,4728,Invoice column,710,1386,1123,3972
0_PMI-476480-01.pdf.jpg,3306,4728,Invoice column,1123,1390,1306,3966
0_PMI-476480-01.pdf.jpg,3306,4728,Invoice column,1306,1390,1406,3969
0_PMI-476480-01.pdf.jpg,3306,4728,Invoice column,1403,1386,1544,3962
0_PMI-476480-01.pdf.jpg,3306,4728,Invoice column,1579,1383,1761,3962
0_PMI-476480-01.pdf.jpg,3306,4728,Invoice column,1844,1383,2023,3962
0_PMI-476480-01.pdf.jpg,3306,4728,Invoice column,2041,1379,2168,3966
0_PMI-476480-01.pdf.jpg,3306,4728,Invoice column,2223,1379,2416,3959
0_PMI-476480-01.pdf.jpg,3306,4728,Invoice column,2434,1441,2582,3962
0_PMI-476480-01.pdf.jpg,3306,4728,Invoice column,2623,1441,2803,3959
0_PMI-476480-01.pdf.jpg,3306,4728,Invoice column,2803,1434,2948,3959
0_PMI-476480-01.pdf.jpg,3306,4728,Invoice column,2985,1435,3168,3963
0_PMI-476480.pdf.jpg,3294,4717,Seller details,255,499,1573,730
0_PMI-476480.pdf.jpg,3294,4717,Buyer details,262,892,983,1458
0_PMI-476480.pdf.jpg,3294,4717,Shipped details,979,889,1669,1502
0_PMI-476480.pdf.jpg,3294,4717,Invoice number,2407,1037,2932,1085
0_PMI-476480.pdf.jpg,3294,4717,Invoice date,2416,1081,2864,1125
0_PMI-476480.pdf.jpg,3294,4717,Invoice table,216,1510,3103,4090
0_PMI-476480.pdf.jpg,3294,4717,Invoice column,258,1529,648,4065
0_PMI-476480.pdf.jpg,3294,4717,Invoice column,638,1529,1061,4058
0_PMI-476480.pdf.jpg,3294,4717,Invoice column,1058,1523,1241,4061
0_PMI-476480.pdf.jpg,3294,4717,Invoice column,1241,1519,1341,4071
0_PMI-476480.pdf.jpg,3294,4717,Invoice column,1358,1523,1461,4068
0_PMI-476480.pdf.jpg,3294,4717,Invoice column,1519,1523,1693,4071
0_PMI-476480.pdf.jpg,3294,4717,Invoice column,1780,1523,1958,4071
0_PMI-476480.pdf.jpg,3294,4717,Invoice column,1987,1523,2080,4074
0_PMI-476480.pdf.jpg,3294,4717,Invoice column,2158,1516,2341,4074
0_PMI-476480.pdf.jpg,3294,4717,Invoice column,2377,1568,2503,4071
0_PMI-476480.pdf.jpg,3294,4717,Invoice column,2554,1571,2725,4071
0_PMI-476480.pdf.jpg,3294,4717,Invoice column,2738,1565,2877,4074
0_PMI-476480.pdf.jpg,3294,4717,Invoice column,2925,1568,3083,4074
0_PMI-477440.pdf.jpg,3304,4680,Buyer details,36,721,1274,1062
0_PMI-477440.pdf.jpg,3304,4680,Invoice number,2598,779,3112,848
0_PMI-477440.pdf.jpg,3304,4680,Invoice date,2612,845,3043,914
0_PMI-477440.pdf.jpg,3304,4680,Invoice table,2,1131,3304,3548
0_PMI-477440.pdf.jpg,3304,4680,Invoice column,2,1145,160,3545
0_PMI-477440.pdf.jpg,3304,4680,Invoice column,157,1138,1647,3534
0_PMI-477440.pdf.jpg,3304,4680,Invoice column,1647,1141,1978,3545
0_PMI-477440.pdf.jpg,3304,4680,Invoice column,1971,1138,2440,3534
0_PMI-477440.pdf.jpg,3304,4680,Invoice column,2440,1145,2960,3534
